Trait	Supercluster	dataset_name	Supercluster_ID	P	P.fdr	BETA	SE	Enrichment	Coefficient_z-score	if.sig.fdr	disorder_type	minuslog10P
volume_accumbens	Eccentric medium spiny neuron	accumbens	Eccentric_medium_spiny_neuron	0.164862003087152	0.990305421974703	6.73055988535279e-09	6.90547597480701e-09	1.35137450570145	0.974669944534981	no	structural MRI	0.782879427745913
volume_accumbens	Ependymal	accumbens	Ependymal	0.0107866259501272	0.334385404453945	1.99007524697164e-08	8.66079040824694e-09	1.87674011788905	2.29779864557934	no	structural MRI	1.96711438111828
volume_accumbens	Fibroblast	accumbens	Fibroblast	0.671073311383234	0.990305421974703	-3.94924174617997e-09	8.91720587295123e-09	1.40021916515232	-0.442878834743436	no	structural MRI	0.173230032751984
volume_accumbens	Hippocampal CA1-3	accumbens	Hippocampal_CA1_3	0.294259574793616	0.990305421974703	3.59047941151548e-09	6.63695155090117e-09	1.20391313048893	0.540983218572383	no	structural MRI	0.53126939692164
volume_accumbens	Hippocampal CA4	accumbens	Hippocampal_CA4	0.254457816995545	0.990305421974703	4.60870838017888e-09	6.97731915132001e-09	1.28222866460619	0.660527099338287	no	structural MRI	0.594384202971532
volume_accumbens	Hippocampal dentate gyrus	accumbens	Hippocampal_dentate_gyrus	0.379472666892925	0.990305421974703	2.11170399561916e-09	6.88151725589224e-09	1.21601125683956	0.306866046700825	no	structural MRI	0.420819500519703
volume_accumbens	LAMP5-LHX6 and Chandelier	accumbens	LAMP5_LHX6_and_Chandelier	0.96934466101341	0.990305421974703	-1.25135644110956e-08	6.68728177744423e-09	0.90763632587084	-1.87124826312883	no	structural MRI	0.013521777374266
volume_accumbens	Lower rhombic lip	accumbens	Lower_rhombic_lip	0.864257437573857	0.990305421974703	-7.08490435060922e-09	6.44287855462369e-09	1.06514360996225	-1.09964890546087	no	structural MRI	0.0633568743445535
volume_accumbens	Mammillary body	accumbens	Mammillary_body	0.990305421974703	0.990305421974703	-1.5695952920334e-08	6.71351575036881e-09	0.754894355834465	-2.33796322284218	no	structural MRI	0.00423084315819684
volume_accumbens	Medium spiny neuron	accumbens	Medium_spiny_neuron	0.511247786912945	0.990305421974703	-1.6611823761288e-10	5.89118622628843e-09	1.17146386191586	-0.0281977569935925	no	structural MRI	0.291368558952477
volume_accumbens	MGE interneuron	accumbens	MGE_interneuron	0.828473781682195	0.990305421974703	-6.58779316771264e-09	6.94804002754922e-09	1.0535832283623	-0.94815129757339	no	structural MRI	0.0817212309391727
volume_accumbens	Microglia	accumbens	Microglia	0.101136797642121	0.990305421974703	1.12151676264869e-08	8.79551510551487e-09	1.69837744816077	1.27510071803014	no	structural MRI	0.995090801824435
volume_accumbens	Midbrain-derived inhibitory	accumbens	Midbrain_derived_inhibitory	0.942900245177636	0.990305421974703	-1.01054482744126e-08	6.39749080899166e-09	0.933917405037041	-1.57959559085406	no	structural MRI	0.0255342513353204
volume_accumbens	Miscellaneous	accumbens	Miscellaneous	0.339787222174179	0.990305421974703	2.64318053412553e-09	6.39927252740067e-09	1.20759892356046	0.413043908164225	no	structural MRI	0.468792956966638
volume_accumbens	Oligodendrocyte precursor	accumbens	Oligodendrocyte_precursor	0.227439951920209	0.990305421974703	4.82943628441941e-09	6.46247633342994e-09	1.3013161844687	0.747304289446613	no	structural MRI	0.64313324512552
volume_accumbens	Oligodendrocyte	accumbens	Oligodendrocyte	0.917471418066815	0.990305421974703	-1.08715464516016e-08	7.83104593422086e-09	1.13279817392888	-1.38826237809359	no	structural MRI	0.0374074564156143
volume_accumbens	Splatter	accumbens	Splatter	0.985688222976377	0.990305421974703	-1.46071471662803e-08	6.67409739551769e-09	0.884284364334634	-2.18863260462612	no	structural MRI	0.00626043237414453
volume_accumbens	Thalamic excitatory	accumbens	Thalamic_excitatory	0.494510366009639	0.990305421974703	1.06092186872848e-10	7.70968033423685e-09	1.18931867605045	0.0137609060652902	no	structural MRI	0.305824600217256
volume_accumbens	Upper-layer intratelencephalic	accumbens	Upper_layer_intratelencephalic	0.804862707515722	0.990305421974703	-6.21621608144882e-09	7.23556619961832e-09	1.07311153743547	-0.859119509096155	no	structural MRI	0.0942781947295856
volume_accumbens	Upper rhombic lip	accumbens	Upper_rhombic_lip	0.726821256133813	0.990305421974703	-5.07190398417815e-09	8.40794833220885e-09	1.29284349206843	-0.603227301569979	no	structural MRI	0.138572380089056
volume_accumbens	Vascular	accumbens	Vascular	0.491361949742938	0.990305421974703	1.99404308672286e-10	9.20862819880222e-09	1.54342369269734	0.0216540731548074	no	structural MRI	0.308598477600536
smoking_initiation_age	Amygdala excitatory	age_of_initiation	Amygdala_excitatory	0.239336858409444	0.741944261069278	5.65681812013063e-10	7.9849238224729e-10	1.16853308367603	0.708437330887239	no	brain traits	0.620990413918187
smoking_initiation_age	Astrocyte	age_of_initiation	Astrocyte	0.992638056047446	0.995029692957483	-2.40629945655781e-09	9.86552141981761e-10	0.895369630187663	-2.43910012878194	no	brain traits	0.00320907871094392
smoking_initiation_age	Bergmann glia	age_of_initiation	Bergmann_glia	0.702470272606409	0.946807758730377	-5.5480382071463e-10	1.04380885165313e-09	1.12482667660244	-0.531518601165302	no	brain traits	0.153372049666539
smoking_initiation_age	Cerebellar inhibitory	age_of_initiation	Cerebellar_inhibitory	0.129763337616095	0.632607941426609	1.23856322240937e-09	1.0984936712986e-09	1.29564375006771	1.12751056721628	no	brain traits	0.88684799259029
smoking_initiation_age	CGE interneuron	age_of_initiation	CGE_interneuron	0.000986870825373298	0.0305929955865722	2.81980893242912e-09	9.11334012773838e-10	1.4839389914623	3.09415526349821	yes	brain traits	3.00573968978118
smoking_initiation_age	Choroid plexus	age_of_initiation	Choroid_plexus	0.818215761084797	0.975749511754153	-8.39723003683655e-10	9.24208182912913e-10	0.998037948402595	-0.908586419389863	no	brain traits	0.0871321590514933
smoking_initiation_age	Committed oligodendrocyte precursor	age_of_initiation	Committed_oligodendrocyte_precursor	0.818370558245419	0.975749511754153	-8.31812448564128e-10	9.14911209656604e-10	1.02194830061012	-0.909172868126005	no	brain traits	0.0870500032225232
smoking_initiation_age	Deep-layer corticothalamic and 6b	age_of_initiation	Deep_layer_corticothalamic_and_6b	0.0607508520682712	0.420267623469163	1.51655213604001e-09	9.79367831713846e-10	1.28618042367491	1.54850107072245	no	brain traits	1.21644762643824
smoking_initiation_age	Deep-layer intratelencephalic	age_of_initiation	Deep_layer_intratelencephalic	0.038794128107556	0.400872657111412	1.61138008130843e-09	9.13038590642929e-10	1.31787485803941	1.76485429840787	no	brain traits	1.41123400439217
smoking_initiation_age	Deep-layer near-projecting	age_of_initiation	Deep_layer_near_projecting	0.142846954515686	0.632607941426609	9.76996237422808e-10	9.15119793050749e-10	1.24947464867831	1.06761567703151	no	brain traits	0.845129014302109
smoking_initiation_age	Eccentric medium spiny neuron	age_of_initiation	Eccentric_medium_spiny_neuron	0.682812636351604	0.946807758730377	-4.26441441634577e-10	8.96679478977628e-10	1.09728248740339	-0.475578455437383	no	brain traits	0.165698450288715
smoking_initiation_age	Ependymal	age_of_initiation	Ependymal	0.688589531750164	0.946807758730377	-5.28895533679576e-10	1.07530500066947e-09	1.0750725500824	-0.491856295051443	no	brain traits	0.16203958392251
smoking_initiation_age	Fibroblast	age_of_initiation	Fibroblast	0.965591778925858	0.995029692957483	-1.87514549499449e-09	1.03051320651631e-09	0.911311644449657	-1.81962296372065	no	brain traits	0.0152064404897611
smoking_initiation_age	Hippocampal CA1-3	age_of_initiation	Hippocampal_CA1_3	0.224287709582971	0.741944261069278	6.12055771348247e-10	8.07682907250102e-10	1.16391567168976	0.757792155627136	no	brain traits	0.649194524038693
smoking_initiation_age	Hippocampal CA4	age_of_initiation	Hippocampal_CA4	0.033022339581257	0.400872657111412	1.66146632315565e-09	9.03894220025189e-10	1.31856927203483	1.83812030915449	no	brain traits	1.48119216089649
smoking_initiation_age	Hippocampal dentate gyrus	age_of_initiation	Hippocampal_dentate_gyrus	0.391928556825448	0.867841804399206	2.48192107279291e-10	9.04832935240956e-10	1.12511197167563	0.27429605799351	no	brain traits	0.406793091663822
smoking_initiation_age	LAMP5-LHX6 and Chandelier	age_of_initiation	LAMP5_LHX6_and_Chandelier	0.294302696999559	0.76028196724886	5.13120373491784e-10	9.487153376373e-10	1.22642566864147	0.540858098457298	no	brain traits	0.53120575799329
smoking_initiation_age	Lower rhombic lip	age_of_initiation	Lower_rhombic_lip	0.932805042213731	0.995029692957483	-1.50716014192152e-09	1.00677836273644e-09	0.965412437666965	-1.49701284583138	no	brain traits	0.0302091150296566
smoking_initiation_age	Mammillary body	age_of_initiation	Mammillary_body	0.503272791072742	0.946807758730377	-7.61004994689869e-12	9.2762921870311e-10	1.12678898425156	-0.00820376266019095	no	brain traits	0.298196548653903
smoking_initiation_age	Medium spiny neuron	age_of_initiation	Medium_spiny_neuron	0.633514537014842	0.946807758730377	-3.03385350919978e-10	8.89233584553405e-10	1.05981273282613	-0.341176217576562	no	brain traits	0.198243415077472
smoking_initiation_age	MGE interneuron	age_of_initiation	MGE_interneuron	0.273934994594867	0.76028196724886	5.60394187344803e-10	9.32506143935196e-10	1.23159301261393	0.600954954548532	no	brain traits	0.562352484034272
smoking_initiation_age	Microglia	age_of_initiation	Microglia	0.455491233860871	0.941348549979134	1.33343998733613e-10	1.19270770170492e-09	1.04564180309349	0.111799394388922	no	brain traits	0.341519976808405
smoking_initiation_age	Midbrain-derived inhibitory	age_of_initiation	Midbrain_derived_inhibitory	0.185639312175331	0.719352334679408	8.95408689498119e-10	1.00148512342394e-09	1.24858186984828	0.894080869056589	no	brain traits	0.731330049383646
smoking_initiation_age	Miscellaneous	age_of_initiation	Miscellaneous	0.615638021078805	0.946807758730377	-2.41641187372853e-10	8.21784628100502e-10	1.08238365391934	-0.294044423696985	no	brain traits	0.210674566496798
smoking_initiation_age	Oligodendrocyte precursor	age_of_initiation	Oligodendrocyte_precursor	0.594072894372881	0.946807758730377	-2.02019724437021e-10	8.48698772478093e-10	1.08643468633701	-0.238034660810395	no	brain traits	0.226160262625564
smoking_initiation_age	Oligodendrocyte	age_of_initiation	Oligodendrocyte	0.925264364242595	0.995029692957483	-1.43306857205997e-09	9.94218833808906e-10	0.934375792133946	-1.44140155399169	no	brain traits	0.0337341639871093
smoking_initiation_age	Splatter	age_of_initiation	Splatter	0.803349869774908	0.975749511754153	-7.70463940607401e-10	9.02555006751137e-10	1.06277528677561	-0.853647627949885	no	brain traits	0.0950952723795529
smoking_initiation_age	Thalamic excitatory	age_of_initiation	Thalamic_excitatory	0.628691710554601	0.946807758730377	-2.68350109692416e-10	8.17168206871988e-10	1.09990062140067	-0.328390296435571	no	brain traits	0.201562265885106
smoking_initiation_age	Upper-layer intratelencephalic	age_of_initiation	Upper_layer_intratelencephalic	0.0677851005595425	0.420267623469163	1.40991814548579e-09	9.44673809241006e-10	1.28841133972587	1.49249204507806	no	brain traits	1.16886575533456
smoking_initiation_age	Upper rhombic lip	age_of_initiation	Upper_rhombic_lip	0.384457243218797	0.867841804399206	3.02687201030968e-10	1.03026636687472e-09	1.20157866238761	0.293795091020159	no	brain traits	0.415151952524877
smoking_initiation_age	Vascular	age_of_initiation	Vascular	0.995029692957483	0.995029692957483	-2.82054193654314e-09	1.09412886317236e-09	0.754239349365723	-2.57788824651343	no	brain traits	0.0021639591586209
alzheimers_disease	Amygdala excitatory	alzheimers_disease	Amygdala_excitatory	0.129755285128186	0.536323845927316	6.20441912141072e-10	5.50257317034384e-10	1.87210899425263	1.12754868119692	no	neurological	0.886874943650903
alzheimers_disease	Astrocyte	alzheimers_disease	Astrocyte	0.222781088797866	0.536323845927316	1.1814607522592e-09	1.54877754696544e-09	2.9285116253577	0.76283437513287	no	neurological	0.65212167785788
alzheimers_disease	Bergmann glia	alzheimers_disease	Bergmann_glia	0.12351793627023	0.536323845927316	2.72199350187768e-09	2.35145371552564e-09	3.58032637700248	1.1575790260746	no	neurological	0.908269973112117
alzheimers_disease	Cerebellar inhibitory	alzheimers_disease	Cerebellar_inhibitory	0.118950934923192	0.536323845927316	2.78532533616132e-09	2.35995060185874e-09	3.60034035600346	1.18024730431541	no	neurological	0.924632140172428
alzheimers_disease	CGE interneuron	alzheimers_disease	CGE_interneuron	0.159194739979068	0.536323845927316	2.05924470527379e-09	2.06384102573685e-09	3.04767493557889	0.997772929016458	no	neurological	0.798071286069486
alzheimers_disease	Choroid plexus	alzheimers_disease	Choroid_plexus	0.807407777891709	0.889591395583508	-7.89922662036286e-10	9.09647286865979e-10	1.6742482055244	-0.868383464054313	no	neurological	0.0929070712754936
alzheimers_disease	Committed oligodendrocyte precursor	alzheimers_disease	Committed_oligodendrocyte_precursor	0.687535026627861	0.889591395583508	-3.78569918562052e-10	7.74369002281485e-10	2.30315948708769	-0.488875351991996	no	neurological	0.162705171703217
alzheimers_disease	Deep-layer corticothalamic and 6b	alzheimers_disease	Deep_layer_corticothalamic_and_6b	0.220659204835903	0.536323845927316	2.81450990981911e-10	3.65535586224701e-10	1.77257964740531	0.769968784404205	no	neurological	0.656277951171432
alzheimers_disease	Deep-layer intratelencephalic	alzheimers_disease	Deep_layer_intratelencephalic	0.805974099106334	0.889591395583508	-8.92621680692732e-10	1.03413736196099e-09	1.28823859380744	-0.86315581810147	no	neurological	0.0936789145174121
alzheimers_disease	Deep-layer near-projecting	alzheimers_disease	Deep_layer_near_projecting	0.126881701649184	0.536323845927316	1.70187974346593e-09	1.49123398419434e-09	2.66759411507441	1.14125600777894	no	neurological	0.89660100553171
alzheimers_disease	Eccentric medium spiny neuron	alzheimers_disease	Eccentric_medium_spiny_neuron	0.889591395583508	0.889591395583508	-5.46703267308223e-10	4.4652239843744e-10	1.33798002930801	-1.22435799239043	no	neurological	0.0508094263787829
alzheimers_disease	Ependymal	alzheimers_disease	Ependymal	0.847842850832318	0.889591395583508	-7.05902250290139e-10	6.87193082309151e-10	1.9715862047025	-1.02722548940411	no	neurological	0.0716846375322094
alzheimers_disease	Fibroblast	alzheimers_disease	Fibroblast	0.239292268646396	0.536323845927316	1.61780528596976e-09	2.28316213862511e-09	3.3954009337719	0.708580988884117	no	neurological	0.621071332888649
alzheimers_disease	Hippocampal CA1-3	alzheimers_disease	Hippocampal_CA1_3	0.14904502417758	0.536323845927316	5.27351579054971e-10	5.06806681816499e-10	1.85019877487434	1.04053793680232	no	neurological	0.826682518177416
alzheimers_disease	Hippocampal CA4	alzheimers_disease	Hippocampal_CA4	0.583931724157919	0.889591395583508	-8.52101760314889e-11	4.02006537735996e-10	1.59381075112871	-0.211962164872671	no	neurological	0.233637929522713
alzheimers_disease	Hippocampal dentate gyrus	alzheimers_disease	Hippocampal_dentate_gyrus	0.614675222391739	0.889591395583508	-1.18816897794614e-10	4.07569687589364e-10	1.5441147699792	-0.291525354835329	no	neurological	0.211354292972234
alzheimers_disease	LAMP5-LHX6 and Chandelier	alzheimers_disease	LAMP5_LHX6_and_Chandelier	0.155374302793367	0.536323845927316	2.16311543907174e-09	2.13398129806053e-09	2.80395366775575	1.01365248188337	no	neurological	0.808620807143046
alzheimers_disease	Lower rhombic lip	alzheimers_disease	Lower_rhombic_lip	0.391058580522127	0.673489777565885	1.69338902229275e-10	6.12302022440222e-10	2.1076862492811	0.276561069575443	no	neurological	0.407758180476595
alzheimers_disease	Mammillary body	alzheimers_disease	Mammillary_body	0.388317345490722	0.673489777565885	1.78145615449463e-10	6.2792042405889e-10	1.55410526750849	0.283707311665268	no	neurological	0.41081320980765
alzheimers_disease	Medium spiny neuron	alzheimers_disease	Medium_spiny_neuron	0.812159905998661	0.889591395583508	-8.35244045815116e-10	9.42837106016032e-10	1.3227290241148	-0.88588372316449	no	neurological	0.090358454187692
alzheimers_disease	MGE interneuron	alzheimers_disease	MGE_interneuron	0.18901464474335	0.536323845927316	8.55342022763449e-10	9.70289056698564e-10	2.18196362471931	0.881533205861122	no	neurological	0.723504545642471
alzheimers_disease	Microglia	alzheimers_disease	Microglia	0.0178052491113134	0.536323845927316	3.91569232077015e-09	1.86341995227399e-09	4.97021637344167	2.10134721161041	no	neurological	1.74945194578012
alzheimers_disease	Midbrain-derived inhibitory	alzheimers_disease	Midbrain_derived_inhibitory	0.242210769128465	0.536323845927316	1.23096787464241e-09	1.76051536576633e-09	2.21996014471482	0.699208821790991	no	neurological	0.61580655124626
alzheimers_disease	Miscellaneous	alzheimers_disease	Miscellaneous	0.500432293014414	0.816494793865622	-4.83495519746755e-13	4.46194504729089e-10	1.73091144071631	-0.00108359810491236	no	neurological	0.300654672948549
alzheimers_disease	Oligodendrocyte precursor	alzheimers_disease	Oligodendrocyte_precursor	0.879217727811936	0.889591395583508	-9.47273564750549e-10	8.08885288015816e-10	0.98729668001208	-1.17108516965885	no	neurological	0.0559035637450749
alzheimers_disease	Oligodendrocyte	alzheimers_disease	Oligodendrocyte	0.318295018202976	0.657809704286151	3.15469980886285e-10	6.67701127385491e-10	2.35391506390125	0.472471840989047	no	neurological	0.497170158689361
alzheimers_disease	Splatter	alzheimers_disease	Splatter	0.705123536813595	0.889591395583508	-6.4161387060541e-10	1.18994970951051e-09	1.66940528506824	-0.539194106673081	no	neurological	0.151734788460581
alzheimers_disease	Thalamic excitatory	alzheimers_disease	Thalamic_excitatory	0.655392402113791	0.889591395583508	-2.29695464157162e-10	5.74353053056646e-10	1.43100079506108	-0.399920332859287	no	neurological	0.183498597648762
alzheimers_disease	Upper-layer intratelencephalic	alzheimers_disease	Upper_layer_intratelencephalic	0.365289901667925	0.673489777565885	1.46554874267368e-10	4.25593193525454e-10	1.96279037661711	0.344354365851959	no	neurological	0.437362333565571
alzheimers_disease	Upper rhombic lip	alzheimers_disease	Upper_rhombic_lip	0.798493265280193	0.889591395583508	-1.03444528640619e-09	1.23700270766763e-09	1.91903253607212	-0.836251432591154	no	neurological	0.0977287424735057
alzheimers_disease	Vascular	alzheimers_disease	Vascular	0.150434933654468	0.536323845927316	3.59539029391674e-09	3.47525156849865e-09	4.74569949665492	1.03456979244527	no	neurological	0.822651301166669
volume_amygdala	Amygdala excitatory	amygdala	Amygdala_excitatory	0.0475215716067052	0.253877301211106	9.01151250521291e-09	5.39813648344844e-09	1.60696983781745	1.66937470603859	no	structural MRI	1.32310920504636
volume_amygdala	Astrocyte	amygdala	Astrocyte	0.0573271325315401	0.253877301211106	1.0898473442379e-08	6.90819932384215e-09	2.26008615958392	1.57761421341235	no	structural MRI	1.24163978082909
volume_amygdala	Bergmann glia	amygdala	Bergmann_glia	0.0266409562061628	0.253877301211106	1.51234389103197e-08	7.82531908625098e-09	2.49992080225655	1.93262903961212	no	structural MRI	1.57445019137834
volume_amygdala	Cerebellar inhibitory	amygdala	Cerebellar_inhibitory	0.729609510181951	0.837699807986684	-3.89985798564699e-09	6.37614655886046e-09	1.09756932203082	-0.611632425579623	no	structural MRI	0.136909513779661
volume_amygdala	CGE interneuron	amygdala	CGE_interneuron	0.0296510589335813	0.253877301211106	1.2251450333034e-08	6.49618008076806e-09	2.02855782573842	1.88594684579396	no	structural MRI	1.5279597919861
volume_amygdala	Choroid plexus	amygdala	Choroid_plexus	0.289842577841038	0.630212503530975	3.60368740623128e-09	6.50667527355104e-09	1.73709825030289	0.553844667933544	no	structural MRI	0.537837816369465
volume_amygdala	Committed oligodendrocyte precursor	amygdala	Committed_oligodendrocyte_precursor	0.0722552491730781	0.279989090545678	1.02382891142482e-08	7.01637888362737e-09	2.15165150669604	1.45919843897528	no	structural MRI	1.14113059695766
volume_amygdala	Deep-layer corticothalamic and 6b	amygdala	Deep_layer_corticothalamic_and_6b	0.0421177361730082	0.253877301211106	9.96027836287434e-09	5.7686483532579e-09	1.7339801044782	1.72662255574119	no	structural MRI	1.37553498017394
volume_amygdala	Deep-layer intratelencephalic	amygdala	Deep_layer_intratelencephalic	0.542896470893868	0.764990481714087	-6.73781964574332e-10	6.25415190758215e-09	1.21315183325364	-0.107733546375405	no	structural MRI	0.265282981472522
volume_amygdala	Deep-layer near-projecting	amygdala	Deep_layer_near_projecting	0.108072366359398	0.372249261904592	7.60699711335711e-09	6.15032504459509e-09	1.64584298667611	1.23684472905089	no	structural MRI	0.966285339088479
volume_amygdala	Eccentric medium spiny neuron	amygdala	Eccentric_medium_spiny_neuron	0.00368969869176639	0.114380659444758	1.64546564291616e-08	6.1415855043225e-09	2.22743736050558	2.67921962782749	no	structural MRI	2.43300909775586
volume_amygdala	Ependymal	amygdala	Ependymal	0.124777467763645	0.386810150067298	8.27224363119622e-09	7.1843150729629e-09	1.95915877074485	1.15143107550051	no	structural MRI	0.90386383219688
volume_amygdala	Fibroblast	amygdala	Fibroblast	0.398368994978248	0.686079935795872	1.8873669591517e-09	7.32755914787725e-09	1.82822433657612	0.257571030279361	no	structural MRI	0.39971447003209
volume_amygdala	Hippocampal CA1-3	amygdala	Hippocampal_CA1_3	0.326489133254949	0.630212503530975	2.59769954294954e-09	5.77743403345862e-09	1.28151670978336	0.449628594269634	no	structural MRI	0.486131269047253
volume_amygdala	Hippocampal CA4	amygdala	Hippocampal_CA4	0.666795461971712	0.832438262988634	-2.27666480860477e-09	5.2812856722257e-09	1.06406086133638	-0.431081549058737	no	structural MRI	0.176007364523923
volume_amygdala	Hippocampal dentate gyrus	amygdala	Hippocampal_dentate_gyrus	0.345600405162147	0.630212503530975	2.32539250881306e-09	5.85407930132957e-09	1.35364692348111	0.39722600072823	no	structural MRI	0.461425757050836
volume_amygdala	LAMP5-LHX6 and Chandelier	amygdala	LAMP5_LHX6_and_Chandelier	0.325306784739355	0.630212503530975	2.74130075323707e-09	6.05263941663927e-09	1.40457309876534	0.452909972746927	no	structural MRI	0.487706878789664
volume_amygdala	Lower rhombic lip	amygdala	Lower_rhombic_lip	0.939478529159855	0.939478529159855	-1.02289795697301e-08	6.59759297084644e-09	0.715634021744712	-1.55041082633168	no	structural MRI	0.0271131408151312
volume_amygdala	Mammillary body	amygdala	Mammillary_body	0.46781895479743	0.725119379936016	4.70271158247407e-10	5.82353183248326e-09	1.23295202782937	0.0807535996668322	no	structural MRI	0.329922185696686
volume_amygdala	Medium spiny neuron	amygdala	Medium_spiny_neuron	0.057310403636741	0.253877301211106	9.72145482415355e-09	6.16155574246488e-09	1.84578342106122	1.5777597786147	no	structural MRI	1.24176653279872
volume_amygdala	MGE interneuron	amygdala	MGE_interneuron	0.185315772802338	0.479924806054958	5.22649980066466e-09	5.83776643726691e-09	1.55541043392367	0.895291008441161	no	structural MRI	0.732087614952569
volume_amygdala	Microglia	amygdala	Microglia	0.707641326735072	0.837699807986684	-4.23609976554244e-09	7.75122421230956e-09	1.21961813706008	-0.546507190285527	no	structural MRI	0.150186811928369
volume_amygdala	Midbrain-derived inhibitory	amygdala	Midbrain_derived_inhibitory	0.185777344279339	0.479924806054958	5.41683292801921e-09	6.06204699911752e-09	1.59518727099401	0.89356498371058	no	structural MRI	0.731007249730943
volume_amygdala	Miscellaneous	amygdala	Miscellaneous	0.428237823883255	0.698703817914784	9.79614797645426e-10	5.41635656623383e-09	1.21411880872794	0.180862316885202	no	structural MRI	0.368314976513042
volume_amygdala	Oligodendrocyte precursor	amygdala	Oligodendrocyte_precursor	0.671321179829543	0.832438262988634	-2.75379714671878e-09	6.20833847612137e-09	1.04994875905037	-0.443564273647529	no	structural MRI	0.173069650836834
volume_amygdala	Oligodendrocyte	amygdala	Oligodendrocyte	0.877487177286385	0.921502244110786	-7.61070461310696e-09	6.54674863348187e-09	1.09066999144272	-1.16251669938628	no	structural MRI	0.0567592211578128
volume_amygdala	Splatter	amygdala	Splatter	0.881864246399414	0.921502244110786	-7.15026030908119e-09	6.0372474144112e-09	0.902516552182446	-1.18435767466034	no	structural MRI	0.0545982647290694
volume_amygdala	Thalamic excitatory	amygdala	Thalamic_excitatory	0.663145512419642	0.832438262988634	-2.64676439842031e-09	6.28590853838624e-09	1.07950175634974	-0.421063141828629	no	structural MRI	0.178391164948165
volume_amygdala	Upper-layer intratelencephalic	amygdala	Upper_layer_intratelencephalic	0.531132083987105	0.764990481714087	-4.70492597908519e-10	6.02300415277091e-09	1.22690926200197	-0.0781159345028954	no	structural MRI	0.274797463450572
volume_amygdala	Upper rhombic lip	amygdala	Upper_rhombic_lip	0.891776365268503	0.921502244110786	-9.64283189546977e-09	7.80145214292746e-09	0.886037199619954	-1.23603038496002	no	structural MRI	0.0497440419320142
volume_amygdala	Vascular	amygdala	Vascular	0.263092437927	0.627374275056693	5.14111560493199e-09	8.11105485494936e-09	2.07019157468092	0.633840566593491	no	structural MRI	0.579891634672844
amyotrophic_lateral_sclerosis	Amygdala excitatory	amyotrophic_lateral_sclerosis	Amygdala_excitatory	0.222901303662346	0.734193703360866	1.03339404727444e-09	1.35539292918981e-09	1.44443979885777	0.762431340033737	no	neurological	0.651887391494158
amyotrophic_lateral_sclerosis	Astrocyte	amyotrophic_lateral_sclerosis	Astrocyte	0.948810662218473	0.99298526387907	-2.72247466306686e-09	1.66672298624933e-09	1.24985220926329	-1.63342960139603	no	neurological	0.0228204435870745
amyotrophic_lateral_sclerosis	Bergmann glia	amyotrophic_lateral_sclerosis	Bergmann_glia	0.768268164013663	0.99298526387907	-1.27772718373506e-09	1.7427781818728e-09	1.42522497996169	-0.733155370560127	no	neurological	0.114487163010863
