Trait	Supercluster	dataset_name	Supercluster_ID	P	P.fdr	BETA	SE	Enrichment	Coefficient_z-score	if.sig.fdr	disorder_type	minuslog10P	Trait2	MDD_group
atypical	Oligodendrocyte	atypical_mlm_correctGRM	Oligodendrocyte	0.899275774442013	0.92925163359008	-1.07107049640262e-09	8.38453518160811e-10	0.482267052701364	-1.27743574712653	no	psychiatric	0.0461071058725031	atypical (2.9k)	Vegetative
atypical	Splatter	atypical_mlm_correctGRM	Splatter	0.387736612653503	0.572373094869457	2.51468410426751e-10	8.81655139865561e-10	1.30396619608985	0.285223098075621	no	psychiatric	0.411463188101283	atypical (2.9k)	Vegetative
atypical	Thalamic excitatory	atypical_mlm_correctGRM	Thalamic_excitatory	0.196093975230238	0.500662074012721	6.70431620160258e-10	7.83529163618647e-10	1.49110668848409	0.855656242664843	no	psychiatric	0.707535749343216	atypical (2.9k)	Vegetative
atypical	Upper-layer intratelencephalic	atypical_mlm_correctGRM	Upper_layer_intratelencephalic	0.115637318569392	0.500662074012721	9.221448218403e-10	7.70327266589074e-10	1.72743788889739	1.19708189212029	no	psychiatric	0.936901987426998	atypical (2.9k)	Vegetative
atypical	Upper rhombic lip	atypical_mlm_correctGRM	Upper_rhombic_lip	0.0854210156345229	0.500662074012721	1.2113581094949e-09	8.84523744329181e-10	1.96155687310292	1.36950321261708	no	psychiatric	1.06843526922567	atypical (2.9k)	Vegetative
atypical	Vascular	atypical_mlm_correctGRM	Vascular	0.61943455975931	0.768098854101544	-2.85430160948786e-10	9.38927121901824e-10	1.04808846965225	-0.303996076256312	no	psychiatric	0.208004567958795	atypical (2.9k)	Vegetative
bip2021_type1	Amygdala excitatory	bip2021_type1	Amygdala_excitatory	0.000253111827500319	0.00196161666312747	3.44894952219072e-09	9.91806649153154e-10	1.49445234861115	3.47744141979243	yes	psychiatric	3.59668756049916	bip2021_type1 (25.1k)	Reference
bip2021_type1	Astrocyte	bip2021_type1	Astrocyte	0.85085302447092	0.999845058917667	-1.06782931763201e-09	1.02666132002761e-09	1.2308788581141	-1.04009890779103	no	psychiatric	0.0701454530457999	bip2021_type1 (25.1k)	Reference
bip2021_type1	Bergmann glia	bip2021_type1	Bergmann_glia	0.155734278082718	0.268209034475792	9.30584164395508e-10	9.1941750634739e-10	1.41633665356231	1.01214536156972	no	psychiatric	0.807615785995029	bip2021_type1 (25.1k)	Reference
bip2021_type1	Cerebellar inhibitory	bip2021_type1	Cerebellar_inhibitory	0.0793324323956871	0.153706587766644	1.22649625824214e-09	8.70117043828741e-10	1.38294046242743	1.4095761793669	no	psychiatric	1.10054922969429	bip2021_type1 (25.1k)	Reference
bip2021_type1	CGE interneuron	bip2021_type1	CGE_interneuron	0.00359609308965958	0.0124550458388313	2.75434261894253e-09	1.02475267861495e-09	1.50687525842095	2.68781207058204	yes	psychiatric	2.44416907450216	bip2021_type1 (25.1k)	Reference
bip2021_type1	Choroid plexus	bip2021_type1	Choroid_plexus	0.825297574478832	0.999845058917667	-8.67776168018554e-10	9.27364622185389e-10	1.18967951497738	-0.935744309475154	no	psychiatric	0.0833894312653143	bip2021_type1 (25.1k)	Reference
bip2021_type1	Committed oligodendrocyte precursor	bip2021_type1	Committed_oligodendrocyte_precursor	0.974653320971726	0.999845058917667	-1.95182660068847e-09	9.98853744892335e-10	1.14415894524237	-1.95406645934821	no	psychiatric	0.0111498330836525	bip2021_type1 (25.1k)	Reference
bip2021_type1	Deep-layer corticothalamic and 6b	bip2021_type1	Deep_layer_corticothalamic_and_6b	0.00624907621782278	0.0161434468960422	2.26094557322472e-09	9.05190047589173e-10	1.40474158838767	2.49775787885249	yes	psychiatric	2.2041841783606	bip2021_type1 (25.1k)	Reference
bip2021_type1	Deep-layer intratelencephalic	bip2021_type1	Deep_layer_intratelencephalic	2.17408483216275e-07	6.73966297970452e-06	5.20010630553302e-09	1.02910310578077e-09	1.71885742370733	5.05304694575552	yes	psychiatric	6.66272351387375	bip2021_type1 (25.1k)	Reference
bip2021_type1	Deep-layer near-projecting	bip2021_type1	Deep_layer_near_projecting	0.0279552231925513	0.0577741279312727	1.72379447171148e-09	9.01692051680656e-10	1.37606146446785	1.91173302293007	no	psychiatric	1.55353703601463	bip2021_type1 (25.1k)	Reference
bip2021_type1	Eccentric medium spiny neuron	bip2021_type1	Eccentric_medium_spiny_neuron	6.73414444019027e-06	0.000104379238822949	3.92690448003356e-09	9.02248184152637e-10	1.59649554544224	4.35235509365041	yes	psychiatric	5.17171757269624	bip2021_type1 (25.1k)	Reference
bip2021_type1	Ependymal	bip2021_type1	Ependymal	0.999183679425032	0.999845058917667	-2.85951337193101e-09	9.07778749516412e-10	1.00958088171987	-3.15001135844425	no	psychiatric	0.000354668302392277	bip2021_type1 (25.1k)	Reference
bip2021_type1	Fibroblast	bip2021_type1	Fibroblast	0.999845058917667	0.999845058917667	-3.29668639255019e-09	9.13995490906339e-10	1.00848994399057	-3.60689568531801	no	psychiatric	6.72952706129352e-05	bip2021_type1 (25.1k)	Reference
bip2021_type1	Hippocampal CA1-3	bip2021_type1	Hippocampal_CA1_3	0.000674753104835224	0.00418346924997839	3.02106616009426e-09	9.42540214886774e-10	1.47833997486021	3.20523847404981	yes	psychiatric	3.1708551083873	bip2021_type1 (25.1k)	Reference
bip2021_type1	Hippocampal CA4	bip2021_type1	Hippocampal_CA4	0.00361598104998329	0.0124550458388313	2.51257697318637e-09	9.35444976040341e-10	1.44651936855288	2.68596981922111	yes	psychiatric	2.44177385416715	bip2021_type1 (25.1k)	Reference
bip2021_type1	Hippocampal dentate gyrus	bip2021_type1	Hippocampal_dentate_gyrus	0.000950685523925188	0.0049118752069468	2.78120815857937e-09	8.95655555693969e-10	1.46092501757769	3.10522068545027	yes	psychiatric	3.02196311903553	bip2021_type1 (25.1k)	Reference
bip2021_type1	LAMP5-LHX6 and Chandelier	bip2021_type1	LAMP5_LHX6_and_Chandelier	0.00552227335144995	0.0155627703540862	2.25148405860491e-09	8.85962410441897e-10	1.44473458880226	2.54128621267569	yes	psychiatric	2.25788209967283	bip2021_type1 (25.1k)	Reference
bip2021_type1	Lower rhombic lip	bip2021_type1	Lower_rhombic_lip	0.772556391255655	0.999845058917667	-6.58360796532791e-10	8.80995174878515e-10	1.16458043292997	-0.74729217061101	no	psychiatric	0.112069810262582	bip2021_type1 (25.1k)	Reference
bip2021_type1	Mammillary body	bip2021_type1	Mammillary_body	0.21586737624383	0.334594433177936	7.16837282448132e-10	9.11743884015048e-10	1.24611413843817	0.78622658732998	no	psychiatric	0.665812987067573	bip2021_type1 (25.1k)	Reference
bip2021_type1	Medium spiny neuron	bip2021_type1	Medium_spiny_neuron	0.00283824767096252	0.0124550458388313	2.71957931953282e-09	9.83250931347421e-10	1.46846963256869	2.76590566337525	yes	psychiatric	2.54694970985135	bip2021_type1 (25.1k)	Reference
bip2021_type1	MGE interneuron	bip2021_type1	MGE_interneuron	0.0114683147266839	0.0273475197328615	2.24338697299677e-09	9.8632590802267e-10	1.43972820039668	2.27448853847324	yes	psychiatric	1.9405003971533	bip2021_type1 (25.1k)	Reference
bip2021_type1	Microglia	bip2021_type1	Microglia	0.993085020852594	0.999845058917667	-2.54672995525842e-09	1.03456219778735e-09	1.07602247822103	-2.46164992371187	no	psychiatric	0.003013568718622	bip2021_type1 (25.1k)	Reference
bip2021_type1	Midbrain-derived inhibitory	bip2021_type1	Midbrain_derived_inhibitory	0.0898377574760891	0.163821793044633	1.27636015353349e-09	9.51261856142228e-10	1.32574121047334	1.34175479158775	no	psychiatric	1.04654109744022	bip2021_type1 (25.1k)	Reference
bip2021_type1	Miscellaneous	bip2021_type1	Miscellaneous	0.00460457588180052	0.0142741852335816	2.54682394088686e-09	9.77971391793517e-10	1.42916092755121	2.6041906361046	yes	psychiatric	2.33681036561398	bip2021_type1 (25.1k)	Reference
bip2021_type1	Oligodendrocyte precursor	bip2021_type1	Oligodendrocyte_precursor	0.907147236421893	0.999845058917667	-9.55575587491863e-10	7.22066192223789e-10	1.08550367542292	-1.32339056693531	no	psychiatric	0.0423222181482803	bip2021_type1 (25.1k)	Reference
bip2021_type1	Oligodendrocyte	bip2021_type1	Oligodendrocyte	0.995647633675441	0.999845058917667	-2.48378536474842e-09	9.46767376485485e-10	1.05610308236042	-2.62343784380122	no	psychiatric	0.00189433409283865	bip2021_type1 (25.1k)	Reference
bip2021_type1	Splatter	bip2021_type1	Splatter	0.970713781058634	0.999845058917667	-1.63860489869503e-09	8.66350027265753e-10	1.05970357415489	-1.89138898496553	no	psychiatric	0.0129088047271349	bip2021_type1 (25.1k)	Reference
bip2021_type1	Thalamic excitatory	bip2021_type1	Thalamic_excitatory	0.0195064615877999	0.0431928792301283	1.94328940859168e-09	9.41493124974532e-10	1.37897854093237	2.06405055655	yes	psychiatric	1.70982150314583	bip2021_type1 (25.1k)	Reference
bip2021_type1	Upper-layer intratelencephalic	bip2021_type1	Upper_layer_intratelencephalic	4.12419766275818e-05	0.000426167091818345	4.16056319383701e-09	1.05676747001037e-09	1.63529639597073	3.93706592217131	yes	psychiatric	4.384660528212	bip2021_type1 (25.1k)	Reference
bip2021_type1	Upper rhombic lip	bip2021_type1	Upper_rhombic_lip	0.196724034176057	0.32097079260304	8.90406610886008e-10	1.04338699480542e-09	1.39791224294625	0.853380974958444	no	psychiatric	0.706142578197581	bip2021_type1 (25.1k)	Reference
bip2021_type1	Vascular	bip2021_type1	Vascular	0.999643298635279	0.999845058917667	-3.26076338346363e-09	9.63475549375027e-10	1.03126785093132	-3.38437585217266	no	psychiatric	0.000154941069874162	bip2021_type1 (25.1k)	Reference
bip2021_type2	Amygdala excitatory	bip2021_type2	Amygdala_excitatory	0.0280207634695315	0.217160916888869	1.22814683630154e-09	6.4276901064952e-10	1.68993868661719	1.91071258251934	no	psychiatric	1.55252003585654	bip2021_type2 (6.8k)	Reference
bip2021_type2	Astrocyte	bip2021_type2	Astrocyte	0.813867633453046	0.970380639886324	-6.08475983907086e-10	6.81965084338748e-10	0.984007300424516	-0.892239203854669	no	psychiatric	0.0894462225498807	bip2021_type2 (6.8k)	Reference
bip2021_type2	Bergmann glia	bip2021_type2	Bergmann_glia	0.208933147942246	0.462637684729258	6.0403931909764e-10	7.45609221635449e-10	1.56364069582685	0.810128552021816	no	psychiatric	0.679992652282214	bip2021_type2 (6.8k)	Reference
bip2021_type2	Cerebellar inhibitory	bip2021_type2	Cerebellar_inhibitory	0.0233963274114044	0.217160916888869	1.40457750100571e-09	7.06466744548226e-10	1.85888704064378	1.9881721423475	no	psychiatric	1.63085230968984	bip2021_type2 (6.8k)	Reference
bip2021_type2	CGE interneuron	bip2021_type2	CGE_interneuron	0.412328522273607	0.672746536341148	1.43766006152267e-10	6.48883026784729e-10	1.2623731590257	0.221559202842214	no	psychiatric	0.384756622420083	bip2021_type2 (6.8k)	Reference
bip2021_type2	Choroid plexus	bip2021_type2	Choroid_plexus	0.977016264554237	0.998308453900048	-1.28850665353926e-09	6.45644081128319e-10	0.691405707678484	-1.99569188536118	no	psychiatric	0.0100982064476949	bip2021_type2 (6.8k)	Reference
bip2021_type2	Committed oligodendrocyte precursor	bip2021_type2	Committed_oligodendrocyte_precursor	0.589383883173854	0.794386972973455	-1.51159555436826e-10	6.68964859214019e-10	1.16257894468839	-0.225960382454808	no	psychiatric	0.229601744197598	bip2021_type2 (6.8k)	Reference
bip2021_type2	Deep-layer corticothalamic and 6b	bip2021_type2	Deep_layer_corticothalamic_and_6b	0.129307802956262	0.33404515763701	7.02610213043608e-10	6.21960979912763e-10	1.49451366360954	1.12966928108924	no	psychiatric	0.888375267241813	bip2021_type2 (6.8k)	Reference
bip2021_type2	Deep-layer intratelencephalic	bip2021_type2	Deep_layer_intratelencephalic	0.0529073277505886	0.328025432053649	1.14506175495559e-09	7.08010522372668e-10	1.69738721783608	1.61729482652077	no	psychiatric	1.27648417330978	bip2021_type2 (6.8k)	Reference
bip2021_type2	Deep-layer near-projecting	bip2021_type2	Deep_layer_near_projecting	0.252262882993035	0.502543942873038	4.24884039303608e-10	6.36639364155058e-10	1.41167558437236	0.667385749650447	no	psychiatric	0.598146645230139	bip2021_type2 (6.8k)	Reference
bip2021_type2	Eccentric medium spiny neuron	bip2021_type2	Eccentric_medium_spiny_neuron	0.11575057148369	0.33404515763701	7.41782945279386e-10	6.19960200575811e-10	1.53642879629335	1.19650091181729	no	psychiatric	0.936476856106118	bip2021_type2 (6.8k)	Reference
bip2021_type2	Ependymal	bip2021_type2	Ependymal	0.997586354067422	0.998308453900048	-1.53620323367729e-09	5.45074107452698e-10	0.609449249623304	-2.81833830055963	no	psychiatric	0.0010495001808289	bip2021_type2 (6.8k)	Reference
